Birdland,The South Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106668872/birdland,5.9 R,40.7143,-105.2934,The South Slabs,Greyrock
Beer for Breakfast,The South Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106668902/beer-for-breakfast,5.9 R,40.7143,-105.2934,The South Slabs,Greyrock
Jazzman (a.k.a. Turdland),The South Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106668888/jazzman-aka-turdland,5.10a,40.7143,-105.2934,The South Slabs,Greyrock
Wigs on Fire,The South Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/105758635/wigs-on-fire,5.10b R,40.7143,-105.2934,The South Slabs,Greyrock
Dirty Love,The South Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/107123872/dirty-love,5.10,40.7143,-105.2934,The South Slabs,Greyrock
Wildstreak,The South Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/111650203/wildstreak,5.10d R,40.7143,-105.2934,The South Slabs,Greyrock
Bad Boys Bolt,The South Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106661092/bad-boys-bolt,5.11 PG13,40.7143,-105.2934,The South Slabs,Greyrock
Black Market,The South Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106661100/black-market,5.11 PG13,40.7143,-105.2934,The South Slabs,Greyrock
Trojan Romance,The South Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/111649181/trojan-romance,5.11c,40.7143,-105.2934,The South Slabs,Greyrock
Blackstreak,The South Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106469240/blackstreak,5.11d R,40.7143,-105.2934,The South Slabs,Greyrock
Between Nothingness and Eternity,The South Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106661075/between-nothingness-and-eternity,5.12a,40.7143,-105.2934,The South Slabs,Greyrock
Go Spuds Go,The South Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106125666/go-spuds-go,5.12a/b,40.7143,-105.2934,The South Slabs,Greyrock
Jetstream Deluxe,Southeast Face > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106674753/jetstream-deluxe,5.9 PG13,40.715,-105.2917,Southeast Face,Greyrock
Forward Never Straight (a.k.a. Shade of Grey),Southeast Face > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106674768/forward-never-straight-aka-shade-of-grey,5.9,40.715,-105.2917,Southeast Face,Greyrock
Black Dog,Southeast Face > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106675808/black-dog,5.9 R,40.715,-105.2917,Southeast Face,Greyrock
Keep the River Free,Southeast Face > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106712936/keep-the-river-free,5.10a,40.715,-105.2917,Southeast Face,Greyrock
Mr. Gone,Southeast Face > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106780291/mr-gone,5.10- R,40.715,-105.2917,Southeast Face,Greyrock
Inner Mountain Flame,Southeast Face > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106661101/inner-mountain-flame,5.11c,40.715,-105.2917,Southeast Face,Greyrock
Hang 12,Granite Sea > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106902988/hang-12,5.10-,40.7168,-105.2876,Granite Sea,Greyrock
Ankles Away,Granite Sea > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/107079367/ankles-away,5.10b PG13,40.7168,-105.2876,Granite Sea,Greyrock
Cows are People Too,Northwest Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106879665/cows-are-people-too,5.9 PG13,40.7156,-105.294,Northwest Slabs,Greyrock
Cows in Space,Northwest Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106788005/cows-in-space,5.10b R,40.7156,-105.294,Northwest Slabs,Greyrock
Turbo Pup,Northwest Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106879705/turbo-pup,5.10b PG13,40.7156,-105.294,Northwest Slabs,Greyrock
Doctor Cow,Northwest Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106788027/doctor-cow,5.11c,40.7156,-105.294,Northwest Slabs,Greyrock
Frightline,Breakers > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106882081/frightline,5.10a,40.71507,-105.29228,Breakers,Greyrock
The Medusa,Breakers > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106902917/the-medusa,5.10b R,40.71507,-105.29228,Breakers,Greyrock
"Wonga, Wonga, Wonga",Breakers > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/106894931/wonga-wonga-wonga,5.10,40.71507,-105.29228,Breakers,Greyrock
Armed Response,Breakers > Greyrock > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/110771406/armed-response,5.12b,40.71507,-105.29228,Breakers,Greyrock
