"Lions and Chipmunks and Bears, Oh My",The Headstone > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105764121/lions-and-chipmunks-and-bears-oh-my,5.9,39.2575,-105.0991,The Headstone,Devil's Head
Slab Variation,The Headstone > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/107192656/slab-variation,5.9,39.2575,-105.0991,The Headstone,Devil's Head
[Redacted],The Headstone > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105752674/redacted,5.9+,39.2575,-105.0991,The Headstone,Devil's Head
Head Trip,The Headstone > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105756820/head-trip,5.9+,39.2575,-105.0991,The Headstone,Devil's Head
Remote Control,The Headstone > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105749572/remote-control,5.10a,39.2575,-105.0991,The Headstone,Devil's Head
Alienist,The Headstone > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/106175351/alienist,5.10b,39.2575,-105.0991,The Headstone,Devil's Head
Clouds of Jupiter,The Headstone > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105752668/clouds-of-jupiter,5.10,39.2575,-105.0991,The Headstone,Devil's Head
Topaz,The Headstone > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105749470/topaz,5.10c,39.2575,-105.0991,The Headstone,Devil's Head
Scratchy Face,The Headstone > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105756547/scratchy-face,5.10d,39.2575,-105.0991,The Headstone,Devil's Head
Io,The Headstone > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105750880/io,5.11b/c,39.2575,-105.0991,The Headstone,Devil's Head
[Redacted],The Headstone > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105749482/redacted,5.11b/c,39.2575,-105.0991,The Headstone,Devil's Head
Haus Flake,The Headstone > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105764268/haus-flake,5.11c,39.2575,-105.0991,The Headstone,Devil's Head
The V-Slaught,The Headstone > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/108161880/the-v-slaught,5.12c,39.2575,-105.0991,The Headstone,Devil's Head
Razor Burn,The Headstone > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105750877/razor-burn,5.12c,39.2575,-105.0991,The Headstone,Devil's Head
The Epitaph,The Headstone > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105749473/the-epitaph,5.12d,39.2575,-105.0991,The Headstone,Devil's Head
The Rampart Rage,The Headstone > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105749479/the-rampart-rage,5.12d,39.2575,-105.0991,The Headstone,Devil's Head
Project (aka Who Haas Done It),The Headstone > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105749485/project-aka-who-haas-done-it,5.12d,39.2575,-105.0991,The Headstone,Devil's Head
No Yellow Shirts,The Crimpfest Wall > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/114579979/no-yellow-shirts,5.10a,39.25618,-105.09877,The Crimpfest Wall,Devil's Head
Crack of Noon,The Crimpfest Wall > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/113052098/crack-of-noon,5.10b,39.25618,-105.09877,The Crimpfest Wall,Devil's Head
Darko,The Crimpfest Wall > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/114538752/darko,5.10c,39.25618,-105.09877,The Crimpfest Wall,Devil's Head
Donnie,The Crimpfest Wall > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/114538743/donnie,5.10d,39.25618,-105.09877,The Crimpfest Wall,Devil's Head
