Chapito,Zorro Area > Wild Iris > Lander Area > Wyoming,https://www.mountainproject.com/route/106210783/chapito,5.7,42.5797,-108.7168,Zorro Area,Wild Iris
Chico,Zorro Area > Wild Iris > Lander Area > Wyoming,https://www.mountainproject.com/route/112131303/chico,5.8,42.5797,-108.7168,Zorro Area,Wild Iris
Huggys Pull-up,Zorro Area > Wild Iris > Lander Area > Wyoming,https://www.mountainproject.com/route/106210757/huggys-pull-up,5.9,42.5797,-108.7168,Zorro Area,Wild Iris
Wet Wipe aWhet,Zorro Area > Wild Iris > Lander Area > Wyoming,https://www.mountainproject.com/route/112053342/wet-wipe-awhet,5.10b,42.5797,-108.7168,Zorro Area,Wild Iris
Cirque du Sauve,Zorro Area > Wild Iris > Lander Area > Wyoming,https://www.mountainproject.com/route/106234501/cirque-du-sauve,5.10b,42.5797,-108.7168,Zorro Area,Wild Iris
The Hangman,Zorro Area > Wild Iris > Lander Area > Wyoming,https://www.mountainproject.com/route/113546691/the-hangman,5.10c/d,42.5797,-108.7168,Zorro Area,Wild Iris
Gaucho,Zorro Area > Wild Iris > Lander Area > Wyoming,https://www.mountainproject.com/route/105841216/gaucho,5.10d,42.5797,-108.7168,Zorro Area,Wild Iris
One Trick Sheep,Zorro Area > Wild Iris > Lander Area > Wyoming,https://www.mountainproject.com/route/119433549/one-trick-sheep,5.11a,42.5797,-108.7168,Zorro Area,Wild Iris
Ewenanimity,Zorro Area > Wild Iris > Lander Area > Wyoming,https://www.mountainproject.com/route/105841235/ewenanimity,5.11b,42.5797,-108.7168,Zorro Area,Wild Iris
Zorro,Zorro Area > Wild Iris > Lander Area > Wyoming,https://www.mountainproject.com/route/105841220/zorro,5.11c,42.5797,-108.7168,Zorro Area,Wild Iris
Esmeralda,Zorro Area > Wild Iris > Lander Area > Wyoming,https://www.mountainproject.com/route/107208504/esmeralda,5.11+,42.5797,-108.7168,Zorro Area,Wild Iris
The Guns I'll Never Own,Zorro Area > Wild Iris > Lander Area > Wyoming,https://www.mountainproject.com/route/105841230/the-guns-ill-never-own,5.11c/d,42.5797,-108.7168,Zorro Area,Wild Iris
Salsa for the soul,Zorro Area > Wild Iris > Lander Area > Wyoming,https://www.mountainproject.com/route/119535621/salsa-for-the-soul,5.12a,42.5797,-108.7168,Zorro Area,Wild Iris
Poposer Cowboy,Zorro Area > Wild Iris > Lander Area > Wyoming,https://www.mountainproject.com/route/105862055/poposer-cowboy,5.12a,42.5797,-108.7168,Zorro Area,Wild Iris
Burly Binkie,Zorro Area > Wild Iris > Lander Area > Wyoming,https://www.mountainproject.com/route/119525723/burly-binkie,5.12b,42.5797,-108.7168,Zorro Area,Wild Iris
